model,beta,bias,alpha,weights,num_manipulated,num_improved,improvement_rate
Optimal Linear classifier (f*),3.0,-4.339948654174805,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3488330543041229, 0.11403696984052658, 1.2838387489318848]",6236,688,0.11032713277742143
Strategic (f*_s),3.0,-3.1865456104278564,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-7.766957759857178, -6.241207599639893, -5.758392333984375]",0,0,0
Strat-Imp-Aware (f*_imp),3.0,-2.0390615463256836,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.07088789343833923, 0.08668095618486404, 0.5857744216918945]",6238,688,0.11029176017954473
Optimal Linear classifier (f*),1.0,-1.0367423295974731,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.004894348327070475, -0.014937964268028736, 0.03620397299528122]",0,0,0
Strategic (f*_s),1.0,-5.283430099487305,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.08432159572839737, 0.21013903617858887, 0.9938772916793823]",62,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.6435932517051697,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11125834286212921, 0.05807671695947647, 0.23628365993499756]",132,39,0.29545454545454547
Optimal Linear classifier (f*),1.0,-4.367280960083008,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.34690767526626587, 0.11690690368413925, 1.2736268043518066]",2257,26,0.011519716437749225
Strategic (f*_s),1.0,-7.239454746246338,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.5604109764099121, -0.04722749814391136, -0.11015231907367706]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6379754543304443,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.08183803409337997, 0.06290964037179947, 0.2503131628036499]",121,34,0.2809917355371901
Optimal Linear classifier (f*),1.0,-4.375093460083008,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.34710535407066345, 0.11983029544353485, 1.2775633335113525]",2267,26,0.011468901632112925
Strategic (f*_s),1.0,-7.2453107833862305,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.5606691837310791, -0.061068836599588394, -0.109503835439682]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6586383581161499,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.09946007281541824, 0.04869768023490906, 0.2789841294288635]",165,48,0.2909090909090909
Optimal Linear classifier (f*),1.0,0.7353721261024475,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.4805547297000885, 0.26195448637008667, 1.2044323682785034]",1888,515,0.2727754237288136
Strategic (f*_s),1.0,-2.771959066390991,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.366375595331192, 0.2774418890476227, 1.1811565160751343]",4334,136,0.03137978772496539
Strat-Imp-Aware (f*_imp),1.0,0.6457131505012512,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.07141966372728348, 0.016317076981067657, 0.25191327929496765]",68,11,0.16176470588235295
Optimal Linear classifier (f*),1.0,-1.042170763015747,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.007959292270243168, 0.024912238121032715, 0.15073399245738983]",0,0,0
Strategic (f*_s),1.0,-1.3823144435882568,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.06320863217115402, 0.014486041851341724, 0.1301608681678772]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6468685865402222,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.08215910941362381, 0.028909116983413696, 0.28607508540153503]",146,39,0.2671232876712329
Optimal Linear classifier (f*),1.0,-4.367280960083008,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.34690767526626587, 0.11690690368413925, 1.2736268043518066]",2257,26,0.011519716437749225
Strategic (f*_s),1.0,-7.239454746246338,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.5604109764099121, -0.04722749814391136, -0.11015231907367706]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6379754543304443,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.08183803409337997, 0.06290964037179947, 0.2503131628036499]",121,34,0.2809917355371901
Optimal Linear classifier (f*),1.0,-3.534992218017578,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.14656858146190643, 0.14481870830059052, 1.0580729246139526]",2415,31,0.012836438923395446
Strategic (f*_s),1.0,-6.646589756011963,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.2444494217634201, 0.008812148123979568, 1.1659202575683594]",11,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.6445969343185425,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.08465459197759628, 0.04601658880710602, 0.2580225467681885]",113,28,0.24778761061946902
Optimal Linear classifier (f*),1.0,-3.757779836654663,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.2654266655445099, 0.14982743561267853, 1.0804227590560913]",2174,23,0.010579576816927323
Strategic (f*_s),1.0,-6.690469264984131,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.15044726431369781, 1.1290568113327026, 0.13716745376586914]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6287529468536377,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.10950256139039993, 0.0453452505171299, 0.2106325775384903]",94,24,0.2553191489361702
Optimal Linear classifier (f*),1.0,-3.7462918758392334,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.23339056968688965, 0.08340778201818466, 1.0997542142868042]",2271,28,0.012329370321444297
Strategic (f*_s),1.0,-6.730953216552734,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.22899578511714935, 0.004405525978654623, 1.1541798114776611]",6,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.6537166237831116,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.09733927994966507, 0.04941901937127113, 0.29320335388183594]",184,62,0.33695652173913043
Optimal Linear classifier (f*),1.0,-3.7462918758392334,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.23339056968688965, 0.08340778201818466, 1.0997542142868042]",2271,28,0.012329370321444297
Strategic (f*_s),1.0,-6.730953216552734,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.22899578511714935, 0.004405525978654623, 1.1541798114776611]",6,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.6537166237831116,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.09733927994966507, 0.04941901937127113, 0.29320335388183594]",184,62,0.33695652173913043
Optimal Linear classifier (f*),1.0,-1.0023255348205566,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.0072486200369894505, 0.011855647899210453, 0.06678297370672226]",0,0,0
Strategic (f*_s),1.0,-2.157381057739258,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.18419985473155975, 0.07522314041852951, 0.4172593653202057]",223,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.6196728944778442,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.14318041503429413, 0.02796848490834236, 0.2664976119995117]",234,70,0.29914529914529914
Optimal Linear classifier (f*),1.0,-1.0913290977478027,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.028105203062295914, -0.013960320502519608, 0.05635999143123627]",0,0,0
Strategic (f*_s),1.0,-4.035491466522217,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.05344923585653305, 0.6638097763061523, 0.2514355480670929]",1,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.6406320929527283,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.10372377187013626, 0.054907385259866714, 0.2770836353302002]",188,64,0.3404255319148936
Optimal Linear classifier (f*),1.0,-1.2672779560089111,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.10710987448692322, -0.01787039265036583, 0.29967013001441956]",938,8,0.008528784648187633
Strategic (f*_s),1.0,-3.1567294597625732,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.049859460443258286, 0.011994359083473682, 0.6156144142150879]",93,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.6469448804855347,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.09121102839708328, 0.06014705076813698, 0.24242304265499115]",109,29,0.26605504587155965
Optimal Linear classifier (f*),1.0,-1.2672779560089111,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.10710987448692322, -0.01787039265036583, 0.29967013001441956]",938,8,0.008528784648187633
Strategic (f*_s),1.0,-3.1567294597625732,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.049859460443258286, 0.011994359083473682, 0.6156144142150879]",93,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.6469448804855347,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.09121102839708328, 0.06014705076813698, 0.24242304265499115]",109,29,0.26605504587155965
Optimal Linear classifier (f*),1.0,-1.2672779560089111,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[0.10710987448692322, -0.01787039265036583, 0.29967013001441956]",6240,688,0.11025641025641025
Strategic (f*_s),1.0,-2.163677215576172,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[-2.7776052951812744, -55.86516571044922, -58.38467788696289]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,-4.794632434844971,"[0.009999999776482582, 0.009999999776482582, 0.009999999776482582]","[-79.4572525024414, -5.657867908477783, 0.0020208493806421757]",20,1,0.05
Optimal Linear classifier (f*),10.0,-1.2672779560089111,"[0.10000000149011612, 0.10000000149011612, 0.10000000149011612]","[0.10710987448692322, -0.01787039265036583, 0.29967013001441956]",6240,688,0.11025641025641025
Strategic (f*_s),10.0,-2.163677215576172,"[0.10000000149011612, 0.10000000149011612, 0.10000000149011612]","[-2.777639389038086, -55.865264892578125, -58.38478469848633]",0,0,0
Strat-Imp-Aware (f*_imp),10.0,-4.896347522735596,"[0.10000000149011612, 0.10000000149011612, 0.10000000149011612]","[-29.013267517089844, 5.145774841308594, -73.2821044921875]",3349,64,0.01911018214392356
Optimal Linear classifier (f*),1.0,-1.2672779560089111,"[0.10000000149011612, 1.0, 1.0]","[0.10710987448692322, -0.01787039265036583, 0.29967013001441956]",1816,18,0.009911894273127754
Strategic (f*_s),1.0,-6.4732818603515625,"[0.10000000149011612, 1.0, 1.0]","[0.4793793261051178, -0.021442964673042297, 0.32252129912376404]",5,0,0.0
Strat-Imp-Aware (f*_imp),1.0,1.397238850593567,"[0.10000000149011612, 1.0, 1.0]","[-0.04726782068610191, 0.04094856604933739, 1.0725979804992676]",568,137,0.24119718309859156
Optimal Linear classifier (f*),1.0,-1.2672779560089111,"[1.0, 1.0, 1.0]","[0.10710987448692322, -0.01787039265036583, 0.29967013001441956]",7,0,0.0
Strategic (f*_s),1.0,-1.02763032913208,"[1.0, 1.0, 1.0]","[-0.004204494412988424, -0.002162222284823656, 0.00854287389665842]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.3802249431610107,"[1.0, 1.0, 1.0]","[0.37860041856765747, 0.13472983241081238, 0.7421554327011108]",394,113,0.2868020304568528
Optimal Linear classifier (f*),1.0,-3.934844970703125,"[1.0, 1.0, 1.0]","[0.3160625994205475, 0.09101250022649765, 1.1350575685501099]",62,0,0.0
Strategic (f*_s),1.0,-4.291008472442627,"[1.0, 1.0, 1.0]","[0.4814916253089905, 0.22349295020103455, 0.7874758243560791]",1,0,0.0
Strat-Imp-Aware (f*_imp),1.0,1.378926157951355,"[1.0, 1.0, 1.0]","[0.3402502238750458, 0.17325790226459503, 0.7208608984947205]",375,112,0.2986666666666667
Optimal Linear classifier (f*),1.0,-1.0367423295974731,"[1.0, 1.0, 1.0]","[0.004894348327070475, -0.014937964268028736, 0.03620397299528122]",0,0,0
Strategic (f*_s),1.0,-1.7060579061508179,"[1.0, 1.0, 1.0]","[-0.046827927231788635, 0.10130126029253006, 0.2896449565887451]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.4344313144683838,"[1.0, 1.0, 1.0]","[0.374213308095932, 0.16378484666347504, 0.7524147629737854]",377,113,0.29973474801061006
Optimal Linear classifier (f*),1.0,-3.662353515625,"[1.0, 1.0, 1.0]","[0.28312948346138, 0.09097132086753845, 1.025940179824829]",50,0,0.0
Strategic (f*_s),1.0,-4.388472557067871,"[1.0, 1.0, 1.0]","[0.8857033848762512, 0.4643831253051758, 0.44445186853408813]",2,0,0.0
Strat-Imp-Aware (f*_imp),1.0,1.3560694456100464,"[1.0, 1.0, 1.0]","[0.30109450221061707, 0.14522743225097656, 0.7219910025596619]",360,114,0.31666666666666665
Optimal Linear classifier (f*),1.0,-1.887130856513977,"[1.0, 1.0, 1.0]","[0.09549213945865631, 0.036049630492925644, 0.3412487506866455]",0,0,0
Strategic (f*_s),1.0,-1.8744088411331177,"[1.0, 1.0, 1.0]","[0.19681556522846222, 0.16907057166099548, 0.14444169402122498]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.3549010753631592,"[1.0, 1.0, 1.0]","[0.3002412021160126, 0.14285871386528015, 0.7287208437919617]",363,117,0.32231404958677684
Optimal Linear classifier (f*),1.0,-1.887130856513977,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.09549213945865631, 0.036049630492925644, 0.3412487506866455]",58,0,0.0
Strategic (f*_s),1.0,-2.150987386703491,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.027139320969581604, 0.12091624736785889, -0.1992611289024353]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6261491775512695,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.1260448694229126, 0.040040839463472366, 0.23558543622493744]",155,58,0.3741935483870968
Optimal Linear classifier (f*),1.0,-1.407684564590454,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.04330604523420334, 0.008482549339532852, 0.21979135274887085]",0,0,0
Strategic (f*_s),1.0,-1.1364820003509521,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.027388012036681175, -0.0014991783536970615, 0.005511609371751547]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6375530958175659,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11688597500324249, 0.036734744906425476, 0.24094736576080322]",140,38,0.2714285714285714
Optimal Linear classifier (f*),1.0,-1.407684564590454,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.04330604523420334, 0.008482549339532852, 0.21979135274887085]",0,0,0
Strategic (f*_s),1.0,-1.1364820003509521,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.027388012036681175, -0.0014991783536970615, 0.005511609371751547]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6375530958175659,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11688597500324249, 0.036734744906425476, 0.24094736576080322]",140,38,0.2714285714285714
Optimal Linear classifier (f*),1.0,-1.4375016689300537,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.044466134160757065, 0.01371639035642147, 0.23304352164268494]",1,0,0.0
Strategic (f*_s),1.0,-1.1469838619232178,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.005838505923748016, 0.006558315362781286, 0.014641768299043179]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6378764510154724,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11734589189291, 0.03700451925396919, 0.24250738322734833]",142,38,0.2676056338028169
Optimal Linear classifier (f*),1.0,0.7643548250198364,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.43882355093955994, 0.17683275043964386, 1.1766352653503418]",1798,486,0.27030033370411566
Strategic (f*_s),1.0,-2.7610487937927246,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.441641628742218, 0.2098476141691208, 1.1735678911209106]",4309,133,0.030865630076583894
Strat-Imp-Aware (f*_imp),1.0,0.6490764021873474,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.09574350714683533, 0.03127465769648552, 0.21700824797153473]",62,9,0.14516129032258066
Optimal Linear classifier (f*),1.0,1.0068817138671875,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.0013527197297662497, 0.00017194775864481926, -0.0024573218543082476]",0,0,0
Strategic (f*_s),1.0,1.0047835111618042,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.004885803442448378, 0.0045295339077711105, 0.0016708791954442859]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.9449387192726135,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.006140346638858318, 0.007391318213194609, 0.029052667319774628]",0,0,0
Optimal Linear classifier (f*),1.0,-1.3753507137298584,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.041498564183712006, 0.013374390080571175, 0.20277497172355652]",0,0,0
Strategic (f*_s),1.0,-1.1273800134658813,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-5.090566901344573e-06, 0.025559760630130768, 0.005380417685955763]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6362729072570801,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11724145710468292, 0.035815294831991196, 0.24143122136592865]",141,38,0.2695035460992908
Optimal Linear classifier (f*),1.0,-1.407684564590454,"[5.0, 2.0, 10.0]","[-0.04330604523420334, 0.008482549339532852, 0.21979135274887085]",0,0,0
Strategic (f*_s),1.0,-1.3802804946899414,"[5.0, 2.0, 10.0]","[0.030150549486279488, -0.0217116866260767, 0.14501619338989258]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,2.2775793075561523,"[5.0, 2.0, 10.0]","[0.5249635577201843, 0.18969997763633728, 1.02171790599823]",43,13,0.3023255813953488
Optimal Linear classifier (f*),1.0,-1.407684564590454,"[0.5, 0.20000000298023224, 1.0]","[-0.04330604523420334, 0.008482549339532852, 0.21979135274887085]",0,0,0
Strategic (f*_s),1.0,-1.1896953582763672,"[0.5, 0.20000000298023224, 1.0]","[-0.0004876836610492319, 0.026571830734610558, 0.007439428940415382]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.3367626667022705,"[0.5, 0.20000000298023224, 1.0]","[0.30371811985969543, 0.1395401954650879, 0.7172921895980835]",368,121,0.328804347826087
Optimal Linear classifier (f*),1.0,-1.407684564590454,"[0.10000000149011612, 0.20000000298023224, 1.0]","[-0.04330604523420334, 0.008482549339532852, 0.21979135274887085]",0,0,0
Strategic (f*_s),1.0,-1.1834254264831543,"[0.10000000149011612, 0.20000000298023224, 1.0]","[-0.0013642738340422511, 0.026183223351836205, 0.009071897715330124]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.4456503987312317,"[0.10000000149011612, 0.20000000298023224, 1.0]","[0.08393131196498871, 0.031107619404792786, 0.1769547164440155]",166,46,0.27710843373493976
Optimal Linear classifier (f*),1.0,-1.407684564590454,"[0.10000000149011612, 0.20000000298023224, 0.10000000149011612]","[-0.04330604523420334, 0.008482549339532852, 0.21979135274887085]",6239,688,0.1102740823849976
Strategic (f*_s),1.0,-1.068670630455017,"[0.10000000149011612, 0.20000000298023224, 0.10000000149011612]","[-0.022376565262675285, -0.05455503240227699, -0.030852440744638443]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.22958730161190033,"[0.10000000149011612, 0.20000000298023224, 0.10000000149011612]","[0.04199562221765518, 0.019555533304810524, 0.08665131777524948]",149,41,0.2751677852348993
Optimal Linear classifier (f*),1.0,-1.407684564590454,"[1.0, 1.0, 1.0]","[-0.04330604523420334, 0.008482549339532852, 0.21979135274887085]",0,0,0
Strategic (f*_s),1.0,-1.1328049898147583,"[1.0, 1.0, 1.0]","[0.0431751124560833, -0.003631697967648506, 0.007485093083232641]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.343360424041748,"[1.0, 1.0, 1.0]","[0.3028596043586731, 0.1511049121618271, 0.7216364145278931]",375,122,0.3253333333333333
Optimal Linear classifier (f*),2.0,-1.407684564590454,"[1.0, 1.0, 1.0]","[-0.04330604523420334, 0.008482549339532852, 0.21979135274887085]",0,0,0
Strategic (f*_s),2.0,-1.1551289558410645,"[1.0, 1.0, 1.0]","[0.006442425772547722, 0.033230043947696686, 0.02272314764559269]",0,0,0
Strat-Imp-Aware (f*_imp),2.0,0.8230970501899719,"[1.0, 1.0, 1.0]","[0.16501154005527496, 0.05322093516588211, 0.31612440943717957]",159,56,0.3522012578616352
Optimal Linear classifier (f*),2.0,-1.001845121383667,"[1.0, 1.0, 1.0]","[0.010019654408097267, 0.004399947356432676, 0.021191004663705826]",0,0,0
Strategic (f*_s),2.0,-1.0097774267196655,"[1.0, 1.0, 1.0]","[0.0019028077367693186, 0.0016987052513286471, 0.006489049643278122]",0,0,0
Strat-Imp-Aware (f*_imp),2.0,0.8153132200241089,"[1.0, 1.0, 1.0]","[0.14317594468593597, 0.04565347358584404, 0.3135289251804352]",134,35,0.26119402985074625
Optimal Linear classifier (f*),2.0,-1.1255954504013062,"[1.0, 1.0, 1.0]","[-0.008076779544353485, 0.03587232530117035, 0.07161456346511841]",0,0,0
Strategic (f*_s),2.0,-1.0439897775650024,"[1.0, 1.0, 1.0]","[-0.002053651725873351, 0.0031681302934885025, 0.011806593276560307]",0,0,0
Strat-Imp-Aware (f*_imp),2.0,0.8207957148551941,"[1.0, 1.0, 1.0]","[0.16544575989246368, 0.051995716989040375, 0.30583709478378296]",153,53,0.3464052287581699
Optimal Linear classifier (f*),1.0,-1.1255954504013062,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.008076779544353485, 0.03587232530117035, 0.07161456346511841]",0,0,0
Strategic (f*_s),1.0,-1.0592068433761597,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.001352810300886631, 0.0019491100683808327, 0.013115071691572666]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6382275223731995,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.12280809134244919, 0.03549874946475029, 0.23903010785579681]",144,41,0.2847222222222222
Optimal Linear classifier (f*),1.0,-1.4375016689300537,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.044466134160757065, 0.01371639035642147, 0.23304352164268494]",1,0,0.0
Strategic (f*_s),1.0,-1.1469838619232178,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.005838505923748016, 0.006558315362781286, 0.014641768299043179]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6378764510154724,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11734589189291, 0.03700451925396919, 0.24250738322734833]",142,38,0.2676056338028169
Optimal Linear classifier (f*),1.0,-2.299102544784546,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.14474590122699738, 0.026636555790901184, 0.6833391189575195]",2268,41,0.018077601410934743
Strategic (f*_s),1.0,-2.422700881958008,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.14345310628414154, -0.19095495343208313, 0.05383138358592987]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6489614844322205,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.10444546490907669, 0.047548964619636536, 0.2694244682788849]",163,41,0.25153374233128833
Optimal Linear classifier (f*),1.0,1.0358529090881348,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.0024130812380462885, -0.02070409059524536, 0.0036342258099466562]",0,0,0
Strategic (f*_s),1.0,0.7997348308563232,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11074002087116241, 0.0430380254983902, 0.11535951495170593]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.8971188068389893,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.0284907016903162, -0.004090231843292713, 0.08102201670408249]",0,0,0
Optimal Linear classifier (f*),1.0,-1.282504677772522,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.020177360624074936, 0.09396089613437653, 0.1870211958885193]",2,0,0.0
Strategic (f*_s),1.0,-1.2551193237304688,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.06237504258751869, -0.002512908773496747, 0.022888028994202614]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6358323097229004,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.10207585245370865, 0.06463680416345596, 0.24788589775562286]",150,36,0.24
Optimal Linear classifier (f*),1.0,-1.5186069011688232,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.067388154566288, -0.03566766902804375, 0.27964845299720764]",30,0,0.0
Strategic (f*_s),1.0,-2.089158058166504,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.23501171171665192, -0.036661215126514435, 0.05132710188627243]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6236717104911804,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.0803639143705368, 0.02972211316227913, 0.2690623104572296]",134,29,0.21641791044776118
Optimal Linear classifier (f*),1.0,-2.3825247287750244,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[-0.11486828327178955, -0.09498866647481918, 0.6780338883399963]",1862,34,0.018259935553168637
Strategic (f*_s),1.0,-2.379993200302124,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.0003927737707272172, -0.11324223130941391, -0.2110922634601593]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6179755330085754,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.08767222613096237, 0.024359293282032013, 0.2743076682090759]",156,34,0.21794871794871795
Optimal Linear classifier (f*),1.0,-2.3825247287750244,"[1.0, 1.0, 1.0]","[-0.11486828327178955, -0.09498866647481918, 0.6780338883399963]",22,0,0.0
Strategic (f*_s),1.0,-2.3418309688568115,"[1.0, 1.0, 1.0]","[0.2792342007160187, 0.093727245926857, 0.26229116320610046]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.2366327047348022,"[1.0, 1.0, 1.0]","[0.34767967462539673, 0.11072225123643875, 0.7247948050498962]",465,150,0.3225806451612903
Optimal Linear classifier (f*),1.0,-2.389418601989746,"[1.0, 1.0, 1.0]","[-0.11093378812074661, -0.0843348279595375, 0.679125189781189]",23,0,0.0
Strategic (f*_s),1.0,-2.3471920490264893,"[1.0, 1.0, 1.0]","[0.2706301212310791, 0.09409890323877335, 0.25748708844184875]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.2174053192138672,"[1.0, 1.0, 1.0]","[0.3159347474575043, 0.11879169195890427, 0.7032639980316162]",448,146,0.32589285714285715
Optimal Linear classifier (f*),1.0,-0.9400985240936279,"[1.0, 1.0, 1.0]","[0.09229790419340134, 0.034359488636255264, 0.21850357949733734]",11,0,0.0
Strategic (f*_s),1.0,-1.178257703781128,"[1.0, 1.0, 1.0]","[0.1048588752746582, 0.05430862680077553, 0.2012683004140854]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.353240728378296,"[1.0, 1.0, 1.0]","[0.3365497887134552, 0.16960906982421875, 0.6374872922897339]",314,99,0.31528662420382164
Optimal Linear classifier (f*),1.0,-0.9890620112419128,"[1.0, 1.0, 1.0]","[0.017405688762664795, 0.006804699078202248, 0.04381879046559334]",0,0,0
Strategic (f*_s),1.0,-1.1584208011627197,"[1.0, 1.0, 1.0]","[0.049018651247024536, 0.02946953848004341, 0.14428873360157013]",0,0,0
